commodity_group,exporter,export_value,import_value
18,LSO,0.0,0.0
18,MAR,0.0,170490.0
18,MDG,18201.0,49204.0
18,MLI,0.0,0.0
18,MOZ,0.0,13388.0
18,MRT,0.0,19933.0
18,MUS,0.0,205213.0
18,MWI,0.0,0.0
18,NAM,0.0,473.0
18,NER,0.0,21922.0
18,NGA,5342548.0,5396112.0
18,RWA,0.0,10037.0
18,SDN,0.0,21230.0
18,SEN,0.0,37053.0
18,SLE,0.0,95200.0
18,SOM,0.0,0.0
18,STP,0.0,0.0
18,SWZ,0.0,0.0
18,SYC,0.0,0.0
18,TCD,0.0,31212.0
18,TGO,10100000.0,204605.0
18,TUN,0.0,0.0
18,TZA,0.0,191475.0
18,UGA,2063563.0,200354.0
18,ZAF,3342.0,2531195.0
18,ZMB,40.0,11201.0
18,ZWE,0.0,53204.0
19,AGO,0.0,759902.0
19,BDI,0.0,1080.0
19,BEN,0.0,1615657.0
19,BFA,0.0,51164.0
19,BWA,0.0,21814.0
19,CAF,0.0,0.0
19,CIV,0.0,170635.0
19,CMR,0.0,312392.0
19,COD,126.0,17166903.0
19,COG,0.0,136912.0
19,COM,0.0,668.0
19,CPV,0.0,48458.0
19,DJI,0.0,1106.0
19,DZA,0.0,1682860.0
19,EGY,1141.0,629108.0
19,ERI,0.0,357.0
19,ETH,601.0,42089.0
19,GAB,0.0,82231.0
19,GHA,0.0,6509962.0
19,GIN,0.0,180123.0
19,GMB,0.0,152482.0
19,GNB,0.0,0.0
19,GNQ,0.0,76938.0
19,KEN,0.0,200250.0
19,LBR,0.0,94322.0
19,LBY,0.0,93819.0
19,LSO,0.0,1007.0
19,MAR,1225.0,3823986.0
19,MDG,0.0,363193.0
19,MLI,0.0,0.0
19,MOZ,0.0,528906.0
19,MRT,0.0,330395.0
19,MUS,198.0,1773251.0
19,MWI,0.0,12696.0
19,NAM,0.0,32916.0
19,NER,19409.0,295606.0
19,NGA,0.0,2636872.0
19,RWA,0.0,115792.0
19,SDN,0.0,37186.0
19,SEN,0.0,1175186.0
19,SLE,0.0,691461.0
19,SOM,0.0,0.0
19,STP,0.0,0.0
19,SWZ,0.0,0.0
19,SYC,0.0,96552.0
19,TCD,0.0,0.0
19,TGO,0.0,974619.0
19,TUN,27402.0,178420.0
19,TZA,0.0,344340.0
19,UGA,0.0,95839.0
19,ZAF,36673.0,11114706.0
19,ZMB,10078.0,191291.0
19,ZWE,0.0,275993.0
20,AGO,0.0,21861281.0
20,BDI,0.0,40.0
20,BEN,0.0,31822993.0
20,BFA,0.0,589512.0
20,BWA,0.0,529.0
20,CAF,0.0,23000.0
20,CIV,0.0,23955486.0
20,CMR,0.0,11491069.0
20,COD,0.0,21870248.0
20,COG,0.0,2751663.0
20,COM,0.0,0.0
20,CPV,0.0,114547.0
20,DJI,0.0,1692429.0
20,DZA,0.0,35165392.0
20,EGY,453375.0,5972971.0
20,ERI,0.0,742828.0
20,ETH,0.0,766954.0
20,GAB,0.0,366687.0
20,GHA,0.0,96841029.0
20,GIN,0.0,3774012.0
20,GMB,0.0,7156783.0
20,GNB,0.0,98763.0
20,GNQ,0.0,206538.0
20,KEN,1605.0,6363539.0
20,LBR,0.0,1918936.0
20,LBY,0.0,3635905.0
20,LSO,0.0,2148.0
20,MAR,10140.0,7285066.0
20,MDG,0.0,687078.0
20,MLI,0.0,456956.0
20,MOZ,0.0,1987129.0
20,MRT,0.0,4209023.0
20,MUS,0.0,4875153.0
20,MWI,0.0,0.0
20,NAM,0.0,2633013.0
20,NER,609928.0,521266.0
20,NGA,0.0,140790613.0
20,RWA,0.0,461293.0
20,SDN,0.0,8211709.0
20,SEN,0.0,7406417.0
20,SLE,0.0,4391192.0
20,SOM,0.0,1179090.0
20,STP,0.0,41493.0
20,SWZ,0.0,12800.0
20,SYC,0.0,270793.0
20,TCD,0.0,0.0
20,TGO,0.0,40139611.0
20,TUN,0.0,2574663.0
20,TZA,942022.0,2422961.0
20,UGA,0.0,0.0
20,ZAF,19098021.0,59556185.0
20,ZMB,202.0,151127.0
20,ZWE,0.0,68341.0
21,AGO,0.0,8827964.0
21,BDI,0.0,111742.0
21,BEN,0.0,35327483.0
21,BFA,0.0,604298.0
21,BWA,528.0,29658.0
21,CAF,0.0,0.0
21,CIV,0.0,4652834.0
21,CMR,0.0,6269656.0
21,COD,40733.0,19253440.0
21,COG,0.0,1966249.0
21,COM,0.0,5312.0
21,CPV,0.0,0.0
21,DJI,0.0,98372.0
21,DZA,0.0,21708674.0
21,EGY,30323.0,10654517.0
21,ERI,0.0,780802.0
21,ETH,0.0,6656829.0
21,GAB,0.0,515555.0
21,GHA,0.0,34897472.0
21,GIN,0.0,12950895.0
21,GMB,0.0,1123339.0
21,GNB,0.0,31359.0
21,GNQ,0.0,10294.0
21,KEN,471431.0,4320870.0
21,LBR,0.0,8953927.0
21,LBY,0.0,330980.0
21,LSO,0.0,73742.0
21,MAR,9252.0,756347.0
21,MDG,142.0,1027011.0
21,MLI,0.0,757634.0
21,MOZ,0.0,1538708.0
21,MRT,0.0,49062.0
21,MUS,284.0,2751299.0
21,MWI,0.0,5040.0
21,NAM,0.0,890258.0
21,NER,274652.0,4462386.0
21,NGA,15542.0,103346641.0
21,RWA,0.0,222630.0
21,SDN,0.0,7771153.0
21,SEN,0.0,6351011.0
21,SLE,0.0,3596865.0
21,SOM,0.0,42860.0
21,STP,0.0,4699.0
21,SWZ,0.0,8.0
21,SYC,0.0,171709.0
21,TCD,0.0,83636.0
21,TGO,0.0,17765770.0
21,TUN,241791.0,340072.0
21,TZA,7184.0,1176639.0
21,UGA,0.0,1323335.0
21,ZAF,564703.0,12190748.0
21,ZMB,45392.0,880711.0
21,ZWE,0.0,138676.0
22,AGO,0.0,198153.0
22,BDI,0.0,9545.0
22,BEN,0.0,271519.0
22,BFA,0.0,203564.0
22,BWA,0.0,10140.0
22,CAF,0.0,0.0
22,CIV,0.0,149399.0
22,CMR,0.0,96708.0
22,COD,351501.0,30045426.0
22,COG,0.0,9122.0
22,COM,0.0,12611.0
22,CPV,0.0,0.0
22,DJI,0.0,0.0
22,DZA,87065.0,71368.0
22,EGY,153055.0,35633.0
22,ERI,0.0,748.0
22,ETH,88151.0,157725.0
22,GAB,0.0,319271.0
22,GHA,0.0,241070.0
22,GIN,0.0,7870.0
22,GMB,0.0,720.0
22,GNB,0.0,734.0
22,GNQ,0.0,45912.0
22,KEN,0.0,233187.0
22,LBR,0.0,259828.0
22,LBY,0.0,380740.0
22,LSO,0.0,5208.0
22,MAR,252227.0,10962.0
22,MDG,0.0,46222.0
22,MLI,0.0,0.0
22,MOZ,0.0,179005.0
22,MRT,0.0,7456.0
22,MUS,79186.0,49615.0
22,MWI,0.0,0.0
22,NAM,133327.0,2308986.0
22,NER,0.0,36081.0
22,NGA,0.0,158598.0
22,RWA,0.0,27922.0
22,SDN,0.0,750.0
22,SEN,0.0,64962.0
22,SLE,0.0,43954.0
22,SOM,0.0,0.0
22,STP,0.0,99.0
22,SWZ,12537.0,0.0
22,SYC,0.0,16023.0
22,TCD,0.0,0.0
22,TGO,0.0,157594.0
22,TUN,0.0,5418.0
22,TZA,0.0,142602.0
22,UGA,0.0,55649.0
22,ZAF,23007695.0,979452.0
22,ZMB,0.0,34991.0
22,ZWE,8.0,39395.0
23,AGO,0.0,17880.0
23,BDI,0.0,48.0
23,BEN,610075.0,44000.0
23,BFA,0.0,1971.0
23,BWA,0.0,24.0
23,CAF,0.0,0.0
23,CIV,1126.0,170934.0
23,CMR,0.0,176048.0
23,COD,889070.0,25642531.0
23,COG,0.0,10000.0
23,COM,0.0,0.0
23,CPV,0.0,0.0
23,DJI,0.0,0.0
23,DZA,0.0,64141.0
23,EGY,0.0,7372478.0
23,ERI,0.0,0.0
23,ETH,9426179.0,3615263.0
23,GAB,0.0,0.0
23,GHA,0.0,394510.0
23,GIN,0.0,0.0
23,GMB,0.0,2114.0
23,GNB,0.0,0.0
23,GNQ,0.0,0.0
23,KEN,0.0,260345.0
23,LBR,0.0,0.0
23,LBY,0.0,100948.0
23,LSO,0.0,0.0
23,MAR,16500000.0,914133.0
23,MDG,0.0,46280.0
23,MLI,0.0,0.0
23,MOZ,0.0,14751.0
23,MRT,0.0,73461.0
23,MUS,1403647.0,122473.0
23,MWI,0.0,0.0
23,NAM,7920835.0,0.0
23,NER,0.0,0.0
23,NGA,0.0,1663901.0
23,RWA,0.0,3054.0
23,SDN,14700000.0,0.0
23,SEN,0.0,271027.0
23,SLE,0.0,0.0
23,SOM,0.0,0.0
23,STP,0.0,0.0
23,SWZ,0.0,0.0
23,SYC,0.0,31590.0
23,TCD,0.0,0.0
23,TGO,0.0,0.0
23,TUN,0.0,878299.0
23,TZA,0.0,63056.0
23,UGA,0.0,81200.0
23,ZAF,22200000.0,10660721.0
23,ZMB,0.0,446278.0
23,ZWE,0.0,40438.0
24,AGO,0.0,896237.0
24,BDI,0.0,56.0
24,BEN,0.0,0.0
24,BFA,0.0,0.0
24,BWA,0.0,5712.0
24,CAF,0.0,0.0
24,CIV,0.0,6977904.0
24,CMR,0.0,2350.0
24,COD,1212745.0,29962599.0
24,COG,0.0,65711.0
24,COM,0.0,0.0
24,CPV,0.0,0.0
24,DJI,0.0,2483.0
24,DZA,0.0,1384091.0
24,EGY,0.0,11662233.0
24,ERI,0.0,0.0
24,ETH,0.0,7132.0
24,GAB,0.0,0.0
24,GHA,0.0,0.0
24,GIN,0.0,0.0
24,GMB,0.0,0.0
24,GNB,0.0,0.0
24,GNQ,0.0,5104.0
24,KEN,0.0,0.0
24,LBR,0.0,15629.0
24,LBY,0.0,0.0
24,LSO,0.0,2811.0
24,MAR,0.0,701910.0
24,MDG,0.0,0.0
24,MLI,0.0,0.0
24,MOZ,446840.0,74295.0
24,MRT,0.0,0.0
24,MUS,0.0,7169891.0
24,MWI,24900000.0,0.0
24,NAM,0.0,13502549.0
24,NER,0.0,15542.0
24,NGA,0.0,671341.0
24,RWA,0.0,0.0
24,SDN,0.0,0.0
24,SEN,0.0,835250.0
24,SLE,0.0,0.0
24,SOM,0.0,0.0
24,STP,0.0,0.0
24,SWZ,0.0,0.0
24,SYC,0.0,5165832.0
24,TCD,0.0,0.0
24,TGO,0.0,0.0
24,TUN,0.0,386280.0
24,TZA,0.0,24915.0
24,UGA,0.0,0.0
24,ZAF,182.0,4238524.0
24,ZMB,128000000.0,28978.0
24,ZWE,551000000.0,437538.0
25,AGO,7822089.0,50220035.0
25,BDI,0.0,2376169.0
25,BEN,0.0,1049818.0
25,BFA,0.0,31984.0
25,BWA,1059.0,49228.0
25,CAF,0.0,0.0
25,CIV,27.0,12217391.0
25,CMR,319.0,46068034.0
25,COD,39641599.0,33897879.0
25,COG,19970.0,64494989.0
25,COM,0.0,81769.0
25,CPV,0.0,3927.0
25,DJI,10581.0,1442266.0
25,DZA,7046.0,2880170.0
25,EGY,186248706.0,19004968.0
25,ERI,6528.0,10417.0
25,ETH,194556.0,766295.0
25,GAB,7324.0,35911801.0
25,GHA,26425.0,22173514.0
25,GIN,5056.0,2991355.0
25,GMB,0.0,9017.0
25,GNB,0.0,99968.0
25,GNQ,2159.0,10195792.0
25,KEN,41867.0,16453530.0
25,LBR,1538.0,774809.0
25,LBY,0.0,936611.0
25,LSO,0.0,81192.0
25,MAR,4775161.0,699402.0
25,MDG,7767236.0,619246.0
25,MLI,1991.0,46460.0
25,MOZ,2489709.0,17822572.0
25,MRT,129.0,167891.0
25,MUS,263.0,1359600.0
25,MWI,4456.0,85584.0
25,NAM,63015789.0,4534594.0
25,NER,3410.0,4095187.0
25,NGA,497698.0,7768097.0
25,RWA,512.0,138706.0
25,SDN,14421.0,553249.0
25,SEN,67491.0,252671.0
25,SLE,315.0,1128345.0
25,SOM,0.0,38632.0
25,STP,408.0,4591.0
25,SWZ,0.0,0.0
25,SYC,0.0,62934.0
25,TCD,4169.0,999497.0
25,TGO,333863.0,8820332.0
25,TUN,4368563.0,238822.0
25,TZA,394886.0,5798252.0
25,UGA,49367.0,30634.0
25,ZAF,22392010.0,17012085.0
25,ZMB,198520.0,1116050.0
25,ZWE,10507525.0,279666.0
26,AGO,0.0,175159.0
26,BDI,3923000.0,0.0
26,BEN,0.0,0.0
26,BFA,6965889.0,0.0
26,BWA,68400246.0,0.0
26,CAF,0.0,0.0
26,CIV,41300000.0,282.0
26,CMR,2211.0,252439.0
26,COD,772087912.0,11724870.0
26,COG,950921.0,260876.0
26,COM,0.0,0.0
26,CPV,0.0,0.0
26,DJI,0.0,0.0
26,DZA,153526.0,674919.0
26,EGY,39154654.0,3980235.0
26,ERI,303629374.0,1200.0
26,ETH,4600453.0,34799.0
26,GAB,263000000.0,153376.0
26,GHA,214553806.0,0.0
26,GIN,34727878.0,0.0
26,GMB,4246649.0,1271.0
26,GNB,0.0,0.0
26,GNQ,0.0,355553.0
26,KEN,33629375.0,278582.0
26,LBR,241000000.0,0.0
26,LBY,7164084.0,33273.0
26,LSO,0.0,0.0
26,MAR,85404056.0,180527.0
26,MDG,42835885.0,0.0
26,MLI,11100000.0,0.0
26,MOZ,74991131.0,83.0
26,MRT,1091000000.0,0.0
26,MUS,0.0,3512.0
26,MWI,0.0,0.0
26,NAM,81700000.0,19956.0
26,NER,39500099.0,0.0
26,NGA,71833464.0,343127.0
26,RWA,88200000.0,14898.0
26,SDN,23343021.0,0.0
26,SEN,4290131.0,552.0
26,SLE,1597296853.0,0.0
26,SOM,168915.0,0.0
26,STP,0.0,0.0
26,SWZ,43800000.0,0.0
26,SYC,0.0,0.0
26,TCD,0.0,32966.0
26,TGO,498.0,0.0
26,TUN,181131.0,30754.0
26,TZA,131093188.0,239616.0
26,UGA,263615.0,101.0
26,ZAF,6696389233.0,4428679.0
26,ZMB,72050380.0,118718.0
26,ZWE,97437376.0,0.0
27,AGO,29759000000.0,6934447.0
27,BDI,0.0,192373.0
27,BEN,0.0,320033.0
27,BFA,220.0,45667.0
27,BWA,1787.0,9589.0
27,CAF,0.0,0.0
27,CIV,28679.0,256139.0
27,CMR,355000000.0,12080489.0
27,COD,1847324316.0,192043461.0
27,COG,4970000951.0,512278.0
27,COM,0.0,495591.0
27,CPV,0.0,1869.0
27,DJI,95884.0,1335120.0
27,DZA,1251000000.0,185626.0
27,EGY,771234246.0,1561647.0
27,ERI,0.0,600.0
27,ETH,0.0,49435018.0
27,GAB,1100000000.0,185109.0
27,GHA,649000000.0,4130313.0
27,GIN,0.0,1296864.0
27,GMB,0.0,83500.0
27,GNB,0.0,0.0
27,GNQ,2908000000.0,815565.0
27,KEN,0.0,120280035.0
27,LBR,48837.0,486853555.0
27,LBY,676000000.0,711663.0
27,LSO,0.0,0.0
27,MAR,131.0,50346.0
27,MDG,714.0,181479.0
27,MLI,277.0,0.0
27,MOZ,12400000.0,51002646.0
27,MRT,33586.0,211687.0
27,MUS,0.0,86326.0
27,MWI,0.0,110250.0
27,NAM,0.0,0.0
27,NER,1210.0,4756344.0
27,NGA,2054000000.0,92596307.0
27,RWA,0.0,96565.0
27,SDN,1300003025.0,443002.0
27,SEN,0.0,211082.0
27,SLE,0.0,7388010.0
27,SOM,0.0,0.0
27,STP,0.0,175.0
27,SWZ,0.0,54700.0
27,SYC,0.0,26000.0
27,TCD,100000000.0,263089.0
27,TGO,867.0,608504.0
27,TUN,0.0,155324.0
27,TZA,0.0,6192482.0
27,UGA,0.0,148400.0
27,ZAF,441181876.0,76135372.0
27,ZMB,966.0,8115361.0
27,ZWE,1810.0,147207.0
28,AGO,0.0,8191882.0
28,BDI,0.0,225396.0
28,BEN,0.0,4199645.0
28,BFA,0.0,1631507.0
28,BWA,0.0,498010.0
28,CAF,0.0,0.0
28,CIV,0.0,19213280.0
28,CMR,11326.0,11664030.0
28,COD,11509841.0,28272370.0
28,COG,0.0,3969038.0
28,COM,0.0,0.0
28,CPV,0.0,12789.0
28,DJI,0.0,5232285.0
28,DZA,0.0,13186688.0
28,EGY,342558.0,77870087.0
28,ERI,0.0,860210.0
28,ETH,0.0,11452729.0
28,GAB,0.0,397222.0
28,GHA,0.0,14389303.0
28,GIN,0.0,2679611.0
28,GMB,0.0,1003255.0
28,GNB,0.0,0.0
28,GNQ,0.0,82147.0
28,KEN,97775.0,30185022.0
28,LBR,0.0,397763.0
28,LBY,688.0,1074740.0
28,LSO,0.0,21.0
28,MAR,76264.0,9175215.0
28,MDG,0.0,3897291.0
28,MLI,0.0,571081.0
28,MOZ,89250.0,16536450.0
28,MRT,0.0,1779306.0
28,MUS,0.0,5574803.0
28,MWI,0.0,385448.0
28,NAM,73500000.0,27969384.0
28,NER,38600000.0,3216061.0
28,NGA,0.0,89025391.0
28,RWA,0.0,1418148.0
28,SDN,56716.0,16813975.0
28,SEN,17738.0,11972105.0
28,SLE,0.0,186822.0
28,SOM,0.0,1054973.0
28,STP,0.0,6659.0
28,SWZ,0.0,127102.0
28,SYC,0.0,22854.0
28,TCD,0.0,384432.0
28,TGO,0.0,7158159.0
28,TUN,8237407.0,5666968.0
28,TZA,616665.0,45678735.0
28,UGA,0.0,259178.0
28,ZAF,29299653.0,154460534.0
28,ZMB,1512716.0,13065871.0
28,ZWE,0.0,15341644.0
29,AGO,0.0,2518680.0
29,BDI,0.0,150318.0
29,BEN,0.0,2388501.0
29,BFA,0.0,833068.0
29,BWA,0.0,105024.0
29,CAF,0.0,1289.0
29,CIV,0.0,19271844.0
29,CMR,0.0,4949765.0
29,COD,36425.0,28936296.0
29,COG,12203.0,410100.0
29,COM,0.0,0.0
29,CPV,0.0,19375.0
29,DJI,0.0,4107713.0
29,DZA,39.0,61200914.0
29,EGY,134710.0,270374324.0
29,ERI,0.0,1723639.0
29,ETH,0.0,14349066.0
29,GAB,0.0,499271.0
29,GHA,0.0,28994911.0
29,GIN,0.0,1004512.0
29,GMB,0.0,37070.0
29,GNB,0.0,34250.0
29,GNQ,0.0,1097.0
29,KEN,314.0,39401462.0
29,LBR,0.0,253422.0
29,LBY,0.0,1480791.0
29,LSO,0.0,1200.0
29,MAR,9.0,30912950.0
29,MDG,3221143.0,307463.0
29,MLI,0.0,549642.0
29,MOZ,0.0,4056115.0
29,MRT,0.0,531104.0
29,MUS,0.0,3206196.0
29,MWI,0.0,535923.0
29,NAM,0.0,2722059.0
29,NER,0.0,197495.0
29,NGA,0.0,130506014.0
29,RWA,0.0,188370.0
29,SDN,5.0,9229765.0
29,SEN,13505.0,13930998.0
29,SLE,0.0,151927.0
29,SOM,0.0,102223.0
29,STP,0.0,263.0
29,SWZ,336.0,1582480.0
29,SYC,0.0,57400.0
29,TCD,0.0,461742.0
29,TGO,0.0,3710530.0
29,TUN,0.0,17109921.0
29,TZA,0.0,10857585.0
29,UGA,0.0,3878474.0
29,ZAF,51384291.0,334841623.0
29,ZMB,3958.0,6580052.0
29,ZWE,2.0,4241767.0
30,AGO,0.0,30734575.0
30,BDI,0.0,3255465.0
30,BEN,0.0,15525622.0
30,BFA,0.0,5143352.0
30,BWA,0.0,205782.0
30,CAF,0.0,543096.0
30,CIV,16.0,5216667.0
30,CMR,0.0,23841215.0
30,COD,10687.0,63375102.0
30,COG,0.0,2974425.0
30,COM,0.0,104789.0
30,CPV,0.0,7420.0
30,DJI,0.0,11482050.0
30,DZA,0.0,14571777.0
30,EGY,1366723.0,22218995.0
30,ERI,0.0,266710.0
30,ETH,0.0,17814771.0
30,GAB,0.0,609138.0
30,GHA,0.0,17346103.0
30,GIN,0.0,19432104.0
30,GMB,0.0,1165506.0
30,GNB,0.0,234706.0
30,GNQ,0.0,742591.0
30,KEN,3291.0,38143328.0
30,LBR,0.0,4293489.0
30,LBY,0.0,9703822.0
30,LSO,0.0,581412.0
30,MAR,0.0,5393840.0
30,MDG,0.0,17194645.0
30,MLI,0.0,20314994.0
30,MOZ,0.0,8088248.0
30,MRT,0.0,4589146.0
30,MUS,19409.0,1891510.0
30,MWI,0.0,3658574.0
30,NAM,0.0,411911.0
30,NER,30932.0,6478115.0
30,NGA,0.0,126139726.0
30,RWA,0.0,3148690.0
30,SDN,0.0,27005521.0
30,SEN,0.0,11332217.0
30,SLE,0.0,8574650.0
30,SOM,0.0,11579754.0
30,STP,0.0,199.0
30,SWZ,0.0,26683.0
30,SYC,0.0,8882.0
30,TCD,0.0,6317324.0
30,TGO,0.0,10709898.0
30,TUN,0.0,4034460.0
30,TZA,0.0,24602989.0
30,UGA,0.0,15231512.0
30,ZAF,80474165.0,28029868.0
30,ZMB,0.0,3492136.0
30,ZWE,0.0,1940490.0
31,AGO,0.0,7980974.0
31,BDI,0.0,508959.0
31,BEN,0.0,985722.0
31,BFA,0.0,1256652.0
31,BWA,0.0,9440.0
31,CAF,0.0,0.0
31,CIV,0.0,20340365.0
31,CMR,0.0,5491251.0
31,COD,934733.0,35621574.0
31,COG,0.0,1013729.0
31,COM,0.0,0.0
31,CPV,0.0,0.0
31,DJI,0.0,18476978.0
31,DZA,0.0,1680783.0
31,EGY,362850.0,14587700.0
31,ERI,0.0,7018.0
31,ETH,0.0,52300440.0
31,GAB,0.0,361400.0
31,GHA,0.0,2639909.0
31,GIN,0.0,822317.0
31,GMB,0.0,29910.0
31,GNB,0.0,40838.0
31,GNQ,0.0,183819.0
31,KEN,0.0,26306937.0
31,LBR,0.0,79682.0
31,LBY,0.0,14950.0
31,LSO,0.0,0.0
31,MAR,12200000.0,5107581.0
31,MDG,0.0,6129719.0
31,MLI,0.0,23795.0
31,MOZ,0.0,86394010.0
31,MRT,0.0,42840.0
31,MUS,0.0,7792006.0
31,MWI,0.0,0.0
31,NAM,0.0,171188.0
31,NER,0.0,3196881.0
31,NGA,0.0,19488168.0
31,RWA,0.0,3191085.0
31,SDN,0.0,3883576.0
31,SEN,0.0,3400426.0
31,SLE,0.0,184945.0
31,SOM,0.0,24808.0
31,STP,0.0,93066.0
31,SWZ,0.0,0.0
31,SYC,0.0,11553.0
31,TCD,0.0,581338.0
31,TGO,0.0,450560.0
31,TUN,15800000.0,616095.0
31,TZA,0.0,30532094.0
31,UGA,0.0,113142.0
31,ZAF,1851883.0,143508617.0
31,ZMB,0.0,43992442.0
31,ZWE,0.0,7505442.0
32,AGO,0.0,22980012.0
32,BDI,0.0,95306.0
32,BEN,0.0,2388255.0
32,BFA,0.0,365096.0
32,BWA,10.0,435590.0
32,CAF,0.0,4974.0
32,CIV,58469.0,2013305.0
32,CMR,0.0,2152125.0
32,COD,5614.0,18096518.0
32,COG,0.0,9253462.0
32,COM,0.0,77465.0
32,CPV,0.0,216102.0
32,DJI,0.0,3937073.0
32,DZA,0.0,10064623.0
32,EGY,79794.0,84861346.0
32,ERI,0.0,140424.0
32,ETH,68.0,9341209.0
32,GAB,0.0,814578.0
32,GHA,0.0,20766223.0
32,GIN,0.0,1968071.0
32,GMB,0.0,95078.0
32,GNB,0.0,18375.0
32,GNQ,0.0,3250387.0
32,KEN,0.0,11550314.0
32,LBR,0.0,14112832.0
32,LBY,0.0,1754530.0
32,LSO,916.0,424783.0
32,MAR,0.0,14412141.0
32,MDG,0.0,1760330.0
32,MLI,0.0,762244.0
32,MOZ,3888890.0,3026192.0
32,MRT,0.0,2309984.0
32,MUS,4072.0,3235718.0
32,MWI,0.0,1628228.0
32,NAM,0.0,174260.0
32,NER,0.0,328359.0
32,NGA,0.0,45150634.0
32,RWA,0.0,923241.0
32,SDN,0.0,1670051.0
32,SEN,14020.0,3041514.0
32,SLE,0.0,261512.0
32,SOM,0.0,234250.0
32,STP,0.0,869.0
32,SWZ,0.0,617.0
32,SYC,0.0,16429.0
32,TCD,0.0,714638.0
32,TGO,0.0,2100874.0
32,TUN,0.0,6369261.0
32,TZA,19518.0,11088376.0
32,UGA,0.0,564739.0
32,ZAF,12385541.0,47826630.0
32,ZMB,0.0,1830280.0
32,ZWE,0.0,449702.0
33,AGO,0.0,14568888.0
33,BDI,0.0,6042.0
33,BEN,0.0,3033989.0
33,BFA,0.0,238999.0
33,BWA,0.0,68643.0
33,CAF,0.0,0.0
33,CIV,541.0,1237544.0
33,CMR,0.0,2955264.0
33,COD,635863.0,13297869.0
33,COG,0.0,532914.0
33,COM,8531.0,105.0
33,CPV,0.0,28798.0
33,DJI,0.0,1701691.0
33,DZA,1.0,8011036.0
33,EGY,389393.0,5694713.0
33,ERI,0.0,75532.0
33,ETH,8982.0,692028.0
33,GAB,0.0,500888.0
33,GHA,56496.0,9200067.0
33,GIN,7283.0,5374170.0
33,GMB,0.0,762443.0
33,GNB,0.0,409.0
33,GNQ,0.0,37421.0
33,KEN,3648.0,5757147.0
33,LBR,0.0,2050502.0
33,LBY,0.0,2235204.0
33,LSO,0.0,5343.0
33,MAR,117420.0,4642858.0
33,MDG,1944395.0,1087186.0
33,MLI,0.0,46677.0
33,MOZ,0.0,2280889.0
33,MRT,0.0,294744.0
33,MUS,1299.0,2258735.0
33,MWI,0.0,281039.0
33,NAM,0.0,141317.0
33,NER,396.0,144114.0
33,NGA,24.0,32689722.0
33,RWA,0.0,146809.0
33,SDN,28511.0,8707899.0
33,SEN,0.0,1350791.0
33,SLE,422.0,1210419.0
33,SOM,1840.0,261367.0
33,STP,0.0,12546.0
33,SWZ,0.0,1751.0
33,SYC,0.0,17735.0
33,TCD,0.0,173098.0
33,TGO,0.0,7105013.0
33,TUN,22271.0,683281.0
33,TZA,42.0,5995332.0
33,UGA,0.0,983614.0
33,ZAF,1455722.0,31735593.0
33,ZMB,0.0,552410.0
33,ZWE,2581.0,558253.0
34,AGO,0.0,51542255.0
34,BDI,0.0,9420.0
34,BEN,0.0,23488766.0
34,BFA,0.0,107123.0
34,BWA,0.0,45844.0
34,CAF,0.0,52502.0
34,CIV,0.0,5537547.0
34,CMR,0.0,16782505.0
34,COD,0.0,29717233.0
34,COG,370.0,5202460.0
34,COM,0.0,649500.0
34,CPV,0.0,1210526.0
34,DJI,0.0,8401262.0
34,DZA,1608.0,3258088.0
34,EGY,11809872.0,19217882.0
34,ERI,0.0,1500601.0
34,ETH,2603.0,2961457.0
34,GAB,0.0,1700038.0
34,GHA,0.0,41384798.0
34,GIN,0.0,3796121.0
34,GMB,0.0,12391431.0
34,GNB,0.0,297568.0
34,GNQ,0.0,596435.0
34,KEN,205.0,16705262.0
34,LBR,0.0,2783996.0
34,LBY,0.0,4417345.0
34,LSO,0.0,126627.0
34,MAR,0.0,4718662.0
34,MDG,0.0,9597771.0
34,MLI,0.0,144604.0
34,MOZ,0.0,13911031.0
34,MRT,0.0,2655939.0
34,MUS,0.0,3843176.0
34,MWI,0.0,106535.0
34,NAM,0.0,1815257.0
34,NER,123732.0,2388860.0
34,NGA,0.0,51860055.0
34,RWA,0.0,951147.0
34,SDN,117045.0,9755010.0
34,SEN,0.0,6315731.0
34,SLE,0.0,2844816.0
34,SOM,0.0,2152164.0
34,STP,0.0,106545.0
34,SWZ,85.0,2026.0
34,SYC,0.0,399528.0
34,TCD,0.0,486073.0
34,TGO,0.0,26119169.0
34,TUN,51525.0,1093908.0
34,TZA,0.0,15950975.0
34,UGA,0.0,674806.0
34,ZAF,1567278.0,21879546.0
34,ZMB,372.0,1009612.0
34,ZWE,0.0,303261.0
35,AGO,0.0,8850527.0
35,BDI,0.0,19775.0
35,BEN,0.0,876098.0
35,BFA,0.0,36280.0
35,BWA,0.0,156562.0
35,CAF,0.0,0.0
35,CIV,0.0,756848.0
35,CMR,207.0,2490021.0
35,COD,26936.0,10110408.0
35,COG,52487.0,2774110.0
35,COM,0.0,27679.0
35,CPV,0.0,104308.0
35,DJI,0.0,2622251.0
35,DZA,0.0,2633467.0
35,EGY,7886.0,11769671.0
35,ERI,0.0,97757.0
35,ETH,1046.0,3497085.0
35,GAB,0.0,526406.0
35,GHA,0.0,11289537.0
35,GIN,0.0,1328258.0
35,GMB,0.0,230556.0
